station_key,prec_no,prefecture,kind,daily_page,block_no,jma_name,kana,latitude,longitude,elevation_m,has_precipitation,has_wind,has_temperature,has_sunshine,has_snow,has_humidity,is_current,end_date,note_1,note_2,note_3,note_4,note_5
prec31_a1026,31,青森県,a,daily_a1,1026,今別,イマベツ,41.18,140.48166666666665,30,True,True,True,False,True,True,True,,,,,,
prec31_a1027,31,青森県,a,daily_a1,1027,六ケ所,ロッカショ,40.885,141.27166666666668,80,True,True,True,False,False,True,True,,,,,,
prec31_a1041,31,青森県,a,daily_a1,1041,大間,オオマ,41.526666666666664,140.91166666666666,14,True,True,True,False,True,True,True,,,,,,
prec31_a1079,31,青森県,a,daily_a1,1079,酸ケ湯,スカユ,40.64833333333333,140.84833333333333,890,True,True,True,False,True,True,True,,,,,,
prec31_a1119,31,青森県,a,daily_a1,1119,市浦,シウラ,41.056666666666665,140.34666666666666,20,True,True,True,False,False,True,True,,,,,,
prec31_a1122,31,青森県,a,daily_a1,1122,小田野沢,オダノサワ,41.235,141.39666666666668,6,True,True,True,False,False,True,True,,,,,,
prec31_a1124,31,青森県,a,daily_a1,1124,脇野沢,ワキノサワ,41.145,140.82166666666666,15,True,True,True,False,True,True,True,,,,,,
prec31_a1495,31,青森県,a,daily_a1,1495,青森大谷,アオモリオオタニ,40.733333333333334,140.68833333333333,198,True,True,True,False,True,False,True,,,,,,
prec31_s47574,31,青森県,s,daily_s1,47574,深浦,フカウラ,40.645,139.93166666666667,66.1,True,True,True,True,True,True,True,,,,,,
prec31_s47575,31,青森県,s,daily_s1,47575,青森,アオモリ,40.821666666666665,140.76833333333335,2.8,True,True,True,True,True,True,True,,,,,,
prec31_s47576,31,青森県,s,daily_s1,47576,むつ,ムツ,41.28333333333333,141.21,2.9,True,True,True,True,True,True,True,,1970年4月16日までの地点名「田名部」,,,,
prec31_s47581,31,青森県,s,daily_s1,47581,八戸,ハチノヘ,40.526666666666664,141.52166666666668,27.1,True,True,True,True,True,True,True,,,,,,
prec32_a0183,32,秋田県,a,daily_a1,0183,能代,ノシロ,40.19833333333333,140.03166666666667,6,True,True,True,False,True,True,True,,,,,,
prec32_a0184,32,秋田県,a,daily_a1,0184,鷹巣,タカノス,40.22666666666667,140.37166666666667,29,True,True,True,False,True,True,True,,,,,,
prec32_a0185,32,秋田県,a,daily_a1,0185,鹿角,カヅノ,40.215,140.78666666666666,123,True,True,True,False,True,True,True,,1991年7月18日までの地点名「毛馬内」,,,,
prec32_a0186,32,秋田県,a,daily_a1,0186,湯瀬,ユゼ,40.12,140.84,214,True,True,True,False,False,True,True,,,,,,
prec32_a0188,32,秋田県,a,daily_a1,0188,五城目,ゴジョウメ,39.93833333333333,140.115,6,True,True,True,False,True,True,True,,,,,,
prec32_a0192,32,秋田県,a,daily_a1,0192,岩見三内,イワミサンナイ,39.70666666666666,140.28666666666666,41,True,True,True,False,False,True,True,,,,,,
prec32_a0193,32,秋田県,a,daily_a1,0193,角館,カクノダテ,39.60333333333333,140.55666666666667,56,True,True,True,False,True,True,True,,,,,,
prec32_a0194,32,秋田県,a,daily_a1,0194,田沢湖,タザワコ,39.69833333333333,140.73166666666665,230,True,True,True,False,False,True,True,,,,,,
prec32_a0195,32,秋田県,a,daily_a1,0195,大曲,オオマガリ,39.49,140.495,30,True,True,True,False,False,True,True,,,,,,
prec32_a0196,32,秋田県,a,daily_a1,0196,本荘,ホンジョウ,39.36,140.055,11,True,True,True,False,True,True,True,,,,,,
prec32_a0198,32,秋田県,a,daily_a1,0198,横手,ヨコテ,39.32,140.555,59,True,True,True,False,True,True,True,,,,,,
prec32_a0199,32,秋田県,a,daily_a1,0199,にかほ,ニカホ,39.255,139.91333333333333,7,True,True,True,False,False,True,True,,2013年10月15日までの地点名「象潟」,,,,
prec32_a0200,32,秋田県,a,daily_a1,0200,矢島,ヤシマ,39.235,140.13666666666666,46,True,True,True,False,True,True,True,,,,,,
prec32_a0202,32,秋田県,a,daily_a1,0202,湯沢,ユザワ,39.18666666666667,140.46333333333334,74,True,True,True,False,True,True,True,,,,,,
prec32_a0204,32,秋田県,a,daily_a1,0204,湯の岱,ユノタイ,38.96,140.52833333333334,335,True,True,True,False,True,True,True,,,,,,
prec32_a0912,32,秋田県,a,daily_a1,0912,大館,オオダテ,40.251666666666665,140.505,49,True,True,True,False,False,True,True,,,,,,
prec32_a1035,32,秋田県,a,daily_a1,1035,大潟,オオガタ,40.0,139.95,-3,True,True,True,False,False,True,True,,,,,,
prec32_a1036,32,秋田県,a,daily_a1,1036,男鹿,オガ,39.91166666666667,139.9,20,True,True,True,False,False,True,True,,,,,,
prec32_a1043,32,秋田県,a,daily_a1,1043,八森,ハチモリ,40.413333333333334,139.94833333333332,34,True,True,True,False,False,True,True,,,,,,
prec32_a1050,32,秋田県,a,daily_a1,1050,大正寺,ダイショウジ,39.526666666666664,140.23333333333332,20,True,True,True,False,True,True,True,,,,,,
prec32_a1117,32,秋田県,a,daily_a1,1117,東由利,ヒガシユリ,39.305,140.28833333333333,117,True,True,True,False,False,True,True,,,,,,
prec32_a1131,32,秋田県,a,daily_a1,1131,阿仁合,アニアイ,39.99333333333333,140.40333333333334,120,True,True,True,False,True,True,True,,,,,,
prec32_a1289,32,秋田県,a,daily_a1,1289,八幡平,ハチマンタイ,40.013333333333335,140.80166666666668,578,True,True,True,False,False,True,True,,,,,,
prec32_a1463,32,秋田県,a,daily_a1,1463,脇神,ワキガミ,40.19166666666667,140.37166666666667,84,True,True,True,False,False,False,True,,,,,,
prec32_a1511,32,秋田県,a,daily_a1,1511,雄和,ユウワ,39.615,140.21833333333333,93,True,True,True,False,True,False,True,,,,,,
prec32_s47582,32,秋田県,s,daily_s1,47582,秋田,アキタ,39.71666666666667,140.09833333333333,6.3,True,True,True,True,True,True,True,,,,,,
prec33_a0205,33,岩手県,a,daily_a1,0205,種市,タネイチ,40.403333333333336,141.7,70,True,True,True,False,False,True,True,,,,,,
prec33_a0206,33,岩手県,a,daily_a1,0206,軽米,カルマイ,40.325,141.46666666666667,148,True,True,True,False,False,True,True,,,,,,
prec33_a0207,33,岩手県,a,daily_a1,0207,二戸,ニノヘ,40.29833333333333,141.29833333333335,87,True,True,True,False,True,True,True,,,,,,
prec33_a0209,33,岩手県,a,daily_a1,0209,久慈,クジ,40.16833333333334,141.74833333333333,13,True,True,True,False,True,True,True,,,,,,
prec33_a0211,33,岩手県,a,daily_a1,0211,葛巻,クズマキ,40.04,141.45666666666668,418,True,True,True,False,True,True,True,,,,,,
prec33_a0214,33,岩手県,a,daily_a1,0214,岩手松尾,イワテマツオ,39.95166666666667,141.065,275,True,True,True,False,True,True,True,,,,,,
prec33_a0218,33,岩手県,a,daily_a1,0218,岩泉,イワイズミ,39.846666666666664,141.795,105,True,True,True,False,True,True,True,,,,,,
prec33_a0221,33,岩手県,a,daily_a1,0221,雫石,シズクイシ,39.696666666666665,140.975,195,True,True,True,False,True,True,True,,,,,,
prec33_a0227,33,岩手県,a,daily_a1,0227,花巻,ハナマキ,39.428333333333335,141.135,90,True,True,True,False,True,False,True,,,,,,
prec33_a0228,33,岩手県,a,daily_a1,0228,大迫,オオハサマ,39.47,141.27833333333334,150,True,True,True,False,False,True,True,,,,,,
prec33_a0229,33,岩手県,a,daily_a1,0229,湯田,ユダ,39.31,140.77666666666667,250,True,True,True,False,True,True,True,,,,,,
prec33_a0230,33,岩手県,a,daily_a1,0230,北上,キタカミ,39.288333333333334,141.11,61,True,True,True,False,True,True,True,,,,,,
prec33_a0231,33,岩手県,a,daily_a1,0231,遠野,トオノ,39.33833333333333,141.54333333333332,275,True,True,True,False,True,True,True,,,,,,
prec33_a0233,33,岩手県,a,daily_a1,0233,釜石,カマイシ,39.27,141.87833333333333,5,True,True,True,False,False,True,True,,,,,,
prec33_a0235,33,岩手県,a,daily_a1,0235,若柳,ワカヤナギ,39.14,141.06333333333333,97,True,True,True,False,False,True,True,,,,,,
prec33_a0236,33,岩手県,a,daily_a1,0236,江刺,エサシ,39.18333333333333,141.16166666666666,42,True,True,True,False,False,True,True,,,,,,
prec33_a0238,33,岩手県,a,daily_a1,0238,一関,イチノセキ,38.93333333333333,141.125,32,True,True,True,False,True,True,True,,,,,,
prec33_a0239,33,岩手県,a,daily_a1,0239,千厩,センマヤ,38.92166666666667,141.33,120,True,True,True,False,False,True,True,,,,,,
prec33_a1032,33,岩手県,a,daily_a1,1032,好摩,コウマ,39.86833333333333,141.16666666666666,205,True,True,True,False,False,True,True,,,,,,
prec33_a1033,33,岩手県,a,daily_a1,1033,山田,ヤマダ,39.45,141.95666666666668,24,True,True,True,False,False,True,True,,,,,,
prec33_a1078,33,岩手県,a,daily_a1,1078,薮川,ヤブカワ,39.78333333333333,141.32833333333335,680,True,True,True,False,False,True,True,,2012年5月31日までの地点名「藪川」,,,,
prec33_a1118,33,岩手県,a,daily_a1,1118,沢内,サワウチ,39.54833333333333,140.84333333333333,407,True,True,True,False,False,True,True,,,,,,
prec33_a1120,33,岩手県,a,daily_a1,1120,荒屋,アラヤ,40.10333333333333,141.05,290,True,True,True,False,False,True,True,,,,,,
prec33_a1123,33,岩手県,a,daily_a1,1123,普代,フダイ,40.00333333333333,141.88333333333333,8,True,True,True,False,False,True,True,,,,,,
prec33_a1128,33,岩手県,a,daily_a1,1128,紫波,シワ,39.54666666666667,141.12666666666667,125,True,True,True,False,False,True,True,,,,,,
prec33_a1206,33,岩手県,a,daily_a1,1206,住田,スミタ,39.141666666666666,141.57333333333332,80,True,True,True,False,False,True,True,,,,,,
prec33_a1212,33,岩手県,a,daily_a1,1212,小本,オモト,39.846666666666664,141.96333333333334,3,True,True,True,False,False,True,True,,,,,,
prec33_a1215,33,岩手県,a,daily_a1,1215,奥中山,オクナカヤマ,40.06,141.225,430,True,True,True,False,True,True,True,,,,,,
prec33_a1219,33,岩手県,a,daily_a1,1219,山形,ヤマガタ,40.14833333333333,141.57166666666666,290,True,True,True,False,False,True,True,,,,,,
prec33_a1224,33,岩手県,a,daily_a1,1224,川井,カワイ,39.598333333333336,141.68166666666667,192,True,True,True,False,False,True,True,,,,,,
prec33_a1447,33,岩手県,a,daily_a1,1447,区界,クザカイ,39.65,141.35333333333332,734,True,True,True,False,True,True,True,,,,,,
prec33_s47512,33,岩手県,s,daily_s1,47512,大船渡,オオフナト,39.06333333333333,141.71333333333334,36.9,True,True,True,True,True,True,True,,,,,,
prec33_s47584,33,岩手県,s,daily_s1,47584,盛岡,モリオカ,39.69833333333333,141.165,155.2,True,True,True,True,True,True,True,,,,,,
prec33_s47585,33,岩手県,s,daily_s1,47585,宮古,ミヤコ,39.64666666666667,141.965,42.5,True,True,True,True,True,True,True,,,,,,
prec34_a0242,34,宮城県,a,daily_a1,0242,気仙沼,ケセンヌマ,38.906666666666666,141.55666666666667,62,True,True,True,False,False,True,True,,,,,,
prec34_a0243,34,宮城県,a,daily_a1,0243,川渡,カワタビ,38.74333333333333,140.76,170,True,True,True,False,True,True,True,,,,,,
prec34_a0244,34,宮城県,a,daily_a1,0244,築館,ツキダテ,38.735,141.005,25,True,True,True,False,False,True,True,,,,,,
prec34_a0246,34,宮城県,a,daily_a1,0246,志津川,シヅガワ,38.681666666666665,141.44833333333332,39,True,True,True,False,False,True,True,,,,,,
prec34_a0247,34,宮城県,a,daily_a1,0247,古川,フルカワ,38.598333333333336,140.91166666666666,28,True,True,True,False,True,True,True,,,,,,
prec34_a0248,34,宮城県,a,daily_a1,0248,大衡,オオヒラ,38.473333333333336,140.88833333333332,57,True,True,True,False,False,True,True,,,,,,
prec34_a0249,34,宮城県,a,daily_a1,0249,鹿島台,カシマダイ,38.46,141.09166666666667,3,True,True,True,False,False,True,True,,,,,,
prec34_a0251,34,宮城県,a,daily_a1,0251,新川,ニッカワ,38.303333333333335,140.63666666666666,265,True,True,True,False,True,True,True,,,,,,
prec34_a0256,34,宮城県,a,daily_a1,0256,白石,シロイシ,38.015,140.61166666666668,86,True,True,True,False,True,True,True,,,,,,
prec34_a0257,34,宮城県,a,daily_a1,0257,亘理,ワタリ,38.025,140.85833333333332,4,True,True,True,False,False,True,True,,,,,,
prec34_a1029,34,宮城県,a,daily_a1,1029,米山,ヨネヤマ,38.625,141.18666666666667,4,True,True,True,False,False,True,True,,,,,,
prec34_a1030,34,宮城県,a,daily_a1,1030,塩釜,シオガマ,38.33833333333333,141.01333333333332,105,True,True,True,False,False,True,True,,,,,,
prec34_a1126,34,宮城県,a,daily_a1,1126,駒ノ湯,コマノユ,38.913333333333334,140.82833333333335,532,True,True,True,False,True,True,True,,,,,,
prec34_a1220,34,宮城県,a,daily_a1,1220,丸森,マルモリ,37.931666666666665,140.77833333333334,18,True,True,True,False,False,True,True,,,,,,
prec34_a1464,34,宮城県,a,daily_a1,1464,名取,ナトリ,38.138333333333335,140.91666666666666,2,True,True,True,False,True,False,True,,,,,,
prec34_a1564,34,宮城県,a,daily_a1,1564,蔵王,ザオウ,38.126666666666665,140.68,112,True,True,True,False,False,True,True,,,,,,
prec34_a1626,34,宮城県,a,daily_a1,1626,女川,オナガワ,38.446666666666665,141.45,38,True,True,True,False,False,True,True,,,,,,
prec34_s47590,34,宮城県,s,daily_s1,47590,仙台,センダイ,38.26166666666666,140.89666666666668,38.9,True,True,True,True,True,True,True,,,,,,
prec34_s47592,34,宮城県,s,daily_s1,47592,石巻,イシノマキ,38.42666666666667,141.29833333333335,42.5,True,True,True,True,True,True,True,,,,,,
prec35_a0260,35,山形県,a,daily_a1,0260,差首鍋,サスナベ,38.91833333333334,140.2,88,True,True,True,False,False,True,True,,,,,,
prec35_a0262,35,山形県,a,daily_a1,0262,金山,カネヤマ,38.87833333333333,140.33166666666668,170,True,True,True,False,True,True,True,,,,,,
prec35_a0263,35,山形県,a,daily_a1,0263,鶴岡,ツルオカ,38.735,139.82833333333335,16,True,True,True,False,False,True,True,,,,,,
prec35_a0264,35,山形県,a,daily_a1,0264,狩川,カリカワ,38.8,139.97333333333333,17,True,True,True,False,True,True,True,,,,,,
prec35_a0272,35,山形県,a,daily_a1,0272,左沢,アテラザワ,38.37,140.19166666666666,133,True,True,True,False,True,True,True,,,,,,
prec35_a0275,35,山形県,a,daily_a1,0275,長井,ナガイ,38.105,140.015,210,True,True,True,False,True,True,True,,,,,,
prec35_a0277,35,山形県,a,daily_a1,0277,小国,オグニ,38.07833333333333,139.735,140,True,True,True,False,True,True,True,,,,,,
prec35_a0278,35,山形県,a,daily_a1,0278,高峰,タカミネ,37.99,139.95333333333335,260,True,True,True,False,False,True,True,,,,,,
prec35_a0279,35,山形県,a,daily_a1,0279,米沢,ヨネザワ,37.91166666666667,140.14333333333335,245,True,True,True,False,True,True,True,,,,,,
prec35_a0910,35,山形県,a,daily_a1,0910,向町,ムカイマチ,38.75833333333333,140.51666666666668,212,True,True,True,False,True,True,True,,,,,,
prec35_a1039,35,山形県,a,daily_a1,1039,尾花沢,オバナザワ,38.608333333333334,140.41166666666666,106,True,True,True,False,True,True,True,,,,,,
prec35_a1040,35,山形県,a,daily_a1,1040,鼠ケ関,ネズガセキ,38.56666666666667,139.55166666666668,18,True,True,True,False,False,True,True,,,,,,
prec35_a1125,35,山形県,a,daily_a1,1125,肘折,ヒジオリ,38.60666666666667,140.16333333333333,330,True,True,True,False,True,True,True,,,,,,
prec35_a1132,35,山形県,a,daily_a1,1132,高畠,タカハタ,38.00333333333333,140.20666666666668,220,True,True,True,False,False,True,True,,,,,,
prec35_a1291,35,山形県,a,daily_a1,1291,飛島,トビシマ,39.18333333333333,139.54333333333332,58,True,True,True,False,False,True,True,,,,,,
prec35_a1292,35,山形県,a,daily_a1,1292,大井沢,オオイサワ,38.39,139.99333333333334,440,True,True,True,False,True,True,True,,,,,,
prec35_a1465,35,山形県,a,daily_a1,1465,浜中,ハマナカ,38.81166666666667,139.78666666666666,22,True,True,True,False,False,False,True,,,,,,
prec35_a1488,35,山形県,a,daily_a1,1488,東根,ヒガシネ,38.41166666666667,140.37,105,True,True,True,False,False,False,True,,,,,,
prec35_a1539,35,山形県,a,daily_a1,1539,村山,ムラヤマ,38.46,140.34833333333333,80,True,True,True,False,False,True,True,,,,,,
prec35_s47520,35,山形県,s,daily_s1,47520,新庄,シンジヨウ,38.75666666666667,140.31166666666667,105.1,True,True,True,True,True,True,True,,,,,,
prec35_s47587,35,山形県,s,daily_s1,47587,酒田,サカタ,38.90833333333333,139.84333333333333,3.1,True,True,True,True,True,True,True,,,,,,
prec35_s47588,35,山形県,s,daily_s1,47588,山形,ヤマガタ,38.255,140.345,152.5,True,True,True,True,True,True,True,,,,,,
prec36_a0281,36,福島県,a,daily_a1,0281,梁川,ヤナガワ,37.85166666666667,140.58833333333334,43,True,True,True,False,False,True,True,,,,,,
prec36_a0285,36,福島県,a,daily_a1,0285,相馬,ソウマ,37.78333333333333,140.925,9,True,True,True,False,False,True,True,,,,,,
prec36_a0286,36,福島県,a,daily_a1,0286,喜多方,キタカタ,37.65833333333333,139.86333333333334,212,True,True,True,False,False,True,True,,,,,,
prec36_a0290,36,福島県,a,daily_a1,0290,猪苗代,イナワシロ,37.55166666666667,140.10833333333332,519,True,True,True,False,True,True,True,,,,,,
prec36_a0291,36,福島県,a,daily_a1,0291,二本松,ニホンマツ,37.583333333333336,140.43,235,True,True,True,False,False,True,True,,,,,,
prec36_a0294,36,福島県,a,daily_a1,0294,船引,フネヒキ,37.435,140.57666666666665,421,True,True,True,False,False,True,True,,,,,,
prec36_a0295,36,福島県,a,daily_a1,0295,浪江,ナミエ,37.49166666666667,140.965,43,True,True,True,False,False,True,True,,,,,,
prec36_a0297,36,福島県,a,daily_a1,0297,只見,タダミ,37.343333333333334,139.31333333333333,377,True,True,True,False,True,True,True,,,,,,
prec36_a0299,36,福島県,a,daily_a1,0299,郡山,コオリヤマ,37.36833333333333,140.33,249,True,True,True,False,False,True,True,,,,,,
prec36_a0301,36,福島県,a,daily_a1,0301,南郷,ナンゴウ,37.265,139.53666666666666,494,True,True,True,False,True,True,True,,,,,,
prec36_a0303,36,福島県,a,daily_a1,0303,田島,タジマ,37.20666666666666,139.795,544,True,True,True,False,True,True,True,,,,,,
prec36_a0304,36,福島県,a,daily_a1,0304,小野新町,オノニイマチ,37.28666666666667,140.625,433,True,True,True,False,False,True,True,,,,,,
prec36_a0307,36,福島県,a,daily_a1,0307,石川,イシカワ,37.14666666666667,140.46,290,True,True,True,False,False,True,True,,,,,,
prec36_a0312,36,福島県,a,daily_a1,0312,東白川,ヒガシシラカワ,36.93833333333333,140.40833333333333,183,True,True,True,False,False,True,True,,,,,,
prec36_a1031,36,福島県,a,daily_a1,1031,西会津,ニシアイヅ,37.58833333333333,139.65666666666667,165,True,True,True,False,True,True,True,,,,,,
prec36_a1034,36,福島県,a,daily_a1,1034,広野,ヒロノ,37.233333333333334,141.0,43,True,True,True,False,False,True,True,,,,,,
prec36_a1044,36,福島県,a,daily_a1,1044,金山,カネヤマ,37.473333333333336,139.52833333333334,296,True,True,True,False,True,True,True,,,,,,
prec36_a1116,36,福島県,a,daily_a1,1116,鷲倉,ワシクラ,37.66833333333334,140.26,1220,True,True,True,False,False,True,True,,,,,,
prec36_a1129,36,福島県,a,daily_a1,1129,川内,カワウチ,37.336666666666666,140.80833333333334,410,True,True,True,False,False,True,True,,,,,,
prec36_a1130,36,福島県,a,daily_a1,1130,飯舘,イイタテ,37.665,140.72666666666666,463,True,True,True,False,False,True,True,,,,,,
prec36_a1282,36,福島県,a,daily_a1,1282,桧原,ヒバラ,37.721666666666664,140.05833333333334,824,True,True,True,False,False,True,True,,,,,,
prec36_a1293,36,福島県,a,daily_a1,1293,茂庭,モニワ,37.891666666666666,140.43666666666667,200,True,True,True,False,True,True,True,,,,,,
prec36_a1294,36,福島県,a,daily_a1,1294,湯本,ユモト,37.276666666666664,140.06333333333333,646,True,True,True,False,True,True,True,,,,,,
prec36_a1295,36,福島県,a,daily_a1,1295,桧枝岐,ヒノエマタ,37.01,139.375,973,True,True,True,False,True,True,True,,,,,,
prec36_a1466,36,福島県,a,daily_a1,1466,玉川,タマカワ,37.22666666666667,140.42666666666668,372,True,True,True,False,True,False,True,,,,,,
prec36_a1607,36,福島県,a,daily_a1,1607,山田,ヤマダ,36.93333333333333,140.73333333333332,25,True,True,True,False,False,True,True,,,,,,
prec36_s47570,36,福島県,s,daily_s1,47570,若松,ワカマツ,37.48833333333334,139.91,211.7,True,True,True,True,True,True,True,,,,,,
prec36_s47595,36,福島県,s,daily_s1,47595,福島,フクシマ,37.75833333333333,140.47,67.4,True,True,True,True,True,True,True,,,,,,
prec36_s47597,36,福島県,s,daily_s1,47597,白河,シラカワ,37.13166666666667,140.215,355,True,True,True,True,True,True,True,,,,,,
prec36_s47598,36,福島県,s,daily_s1,47598,小名浜,オナハマ,36.946666666666665,140.90333333333334,3.3,True,True,True,True,True,True,True,,,,,,
prec40_a0315,40,茨城県,a,daily_a1,0315,北茨城,キタイバラキ,36.833333333333336,140.77166666666668,5,True,True,True,False,False,True,True,,1991年2月20日までの地点名「大津」,,,,
prec40_a0316,40,茨城県,a,daily_a1,0316,大子,ダイゴ,36.778333333333336,140.345,120,True,True,True,False,False,True,True,,,,,,
prec40_a0318,40,茨城県,a,daily_a1,0318,笠間,カサマ,36.395,140.24,72,True,True,True,False,False,True,True,,,,,,
prec40_a0320,40,茨城県,a,daily_a1,0320,古河,コガ,36.20166666666667,139.71666666666667,20,True,True,True,False,False,True,True,,,,,,
prec40_a0322,40,茨城県,a,daily_a1,0322,下妻,シモツマ,36.16833333333334,139.945,20,True,True,True,False,False,True,True,,,,,,
prec40_a0324,40,茨城県,a,daily_a1,0324,土浦,ツチウラ,36.10333333333333,140.22,26,True,True,True,False,False,True,True,,,,,,
prec40_a0325,40,茨城県,a,daily_a1,0325,鹿嶋,カシマ,35.96333333333333,140.62166666666667,37,True,True,True,False,False,True,True,,1995年8月31日までの地点名「鹿島」,,,,
prec40_a1011,40,茨城県,a,daily_a1,1011,日立,ヒタチ,36.58,140.645,34,True,True,True,False,False,True,True,,,,,,
prec40_a1014,40,茨城県,a,daily_a1,1014,龍ケ崎,リュウガサキ,35.89,140.21166666666667,4,True,True,True,False,False,True,True,,1978年12月18日までの地点名「竜ケ崎」,,,,
prec40_a1245,40,茨城県,a,daily_a1,1245,鉾田,ホコタ,36.16833333333334,140.52666666666667,32,True,True,True,False,False,True,True,,,,,,
prec40_a1331,40,茨城県,a,daily_a1,1331,常陸大宮,ヒタチオオミヤ,36.60666666666667,140.325,95,True,True,True,False,False,True,True,,2011年4月10日までの地点名「小瀬」,,,,
prec40_a1530,40,茨城県,a,daily_a1,1530,下館,シモダテ,36.281666666666666,139.98833333333334,24,True,True,True,False,False,True,True,,,,,,
prec40_s47629,40,茨城県,s,daily_s1,47629,水戸,ミト,36.38,140.46666666666667,29,True,True,True,True,True,True,True,,,,,,
prec40_s47646,40,茨城県,s,daily_s1,47646,つくば（館野）,ツクバ（タテノ）,36.056666666666665,140.125,25.2,True,True,True,True,True,True,True,,,,,,
prec41_a0326,41,栃木県,a,daily_a1,0326,那須高原,ナスコウゲン,37.123333333333335,140.035,749,True,True,True,False,True,True,True,,2015年3月18日までの地点名「那須」,,,,
prec41_a0329,41,栃木県,a,daily_a1,0329,黒磯,クロイソ,36.98166666666667,140.01833333333335,343,True,True,True,False,False,True,True,,,,,,
prec41_a0331,41,栃木県,a,daily_a1,0331,大田原,オオタワラ,36.84,140.035,188,True,True,True,False,False,True,True,,,,,,
prec41_a0335,41,栃木県,a,daily_a1,0335,鹿沼,カヌマ,36.59166666666667,139.735,165,True,True,True,False,False,True,True,,,,,,
prec41_a0338,41,栃木県,a,daily_a1,0338,真岡,モオカ,36.47666666666667,139.98666666666668,91,True,True,True,False,False,True,True,,,,,,
prec41_a0341,41,栃木県,a,daily_a1,0341,小山,オヤマ,36.33833333333333,139.83,44,True,True,True,False,False,True,True,,,,,,
prec41_a1015,41,栃木県,a,daily_a1,1015,五十里,イカリ,36.92166666666667,139.695,620,True,True,True,False,False,True,True,,,,,,
prec41_a1018,41,栃木県,a,daily_a1,1018,佐野,サノ,36.36333333333334,139.57,68,True,True,True,False,False,True,True,,,,,,
prec41_a1221,41,栃木県,a,daily_a1,1221,土呂部,ドロブ,36.891666666666666,139.56833333333333,925,True,True,True,False,True,True,True,,,,,,
prec41_a1334,41,栃木県,a,daily_a1,1334,塩谷,シオヤ,36.75666666666667,139.88333333333333,225,True,True,True,False,False,True,True,,,,,,
prec41_a1605,41,栃木県,a,daily_a1,1605,那須烏山,ナスカラスヤマ,36.641666666666666,140.11666666666667,82,True,True,True,False,False,True,True,,,,,,
prec41_a1675,41,栃木県,a,daily_a1,1675,日光東町,ニッコウヒガシマチ,36.75,139.615,561,True,True,True,False,False,True,True,,,,,,
prec41_s47615,41,栃木県,s,daily_s1,47615,宇都宮,ウツノミヤ,36.54833333333333,139.86833333333334,119.4,True,True,True,True,True,True,True,,,,,,
prec41_s47690,41,栃木県,s,daily_s1,47690,奥日光（日光）,オクニッコウ（ニッコウ）,36.73833333333333,139.5,1291.9,True,True,True,True,True,True,True,,1968年3月29日までの地点名「中宮祠」,,,,
prec42_a0343,42,群馬県,a,daily_a1,0343,草津,クサツ,36.61666666666667,138.59166666666667,1223,True,True,True,False,True,True,True,,,,,,
prec42_a0346,42,群馬県,a,daily_a1,0346,沼田,ヌマタ,36.66833333333334,139.02166666666668,390,True,True,True,False,False,True,True,,,,,,
prec42_a0348,42,群馬県,a,daily_a1,0348,田代,タシロ,36.46333333333333,138.46333333333334,1230,True,True,True,False,False,True,True,,,,,,
prec42_a0351,42,群馬県,a,daily_a1,0351,桐生,キリュウ,36.41,139.325,117,True,True,True,False,False,True,True,,,,,,
prec42_a0353,42,群馬県,a,daily_a1,0353,上里見,カミサトミ,36.376666666666665,138.895,183,True,True,True,False,False,True,True,,,,,,
prec42_a0354,42,群馬県,a,daily_a1,0354,西野牧,ニシノマキ,36.245,138.70666666666668,375,True,True,True,False,False,True,True,,,,,,
prec42_a0356,42,群馬県,a,daily_a1,0356,館林,タテバヤシ,36.24,139.51333333333332,23,True,True,True,False,False,True,True,,,,,,
prec42_a1019,42,群馬県,a,daily_a1,1019,みなかみ,ミナカミ,36.77333333333333,138.965,524,True,True,True,False,True,True,True,,2006年2月28日までの地点名「水上」,,,,
prec42_a1020,42,群馬県,a,daily_a1,1020,中之条,ナカノジョウ,36.586666666666666,138.85,354,True,True,True,False,False,True,True,,,,,,
prec42_a1021,42,群馬県,a,daily_a1,1021,伊勢崎,イセサキ,36.33166666666666,139.165,64,True,True,True,False,False,True,True,,,,,,
prec42_a1222,42,群馬県,a,daily_a1,1222,藤原,フジワラ,36.86333333333333,139.05833333333334,700,True,True,True,False,True,True,True,,,,,,
prec42_a1223,42,群馬県,a,daily_a1,1223,神流,カンナ,36.108333333333334,138.89666666666668,357,True,True,True,False,False,True,True,,2004年5月31日までの地点名「万場」,,,,
prec42_s47624,42,群馬県,s,daily_s1,47624,前橋,マエバシ,36.405,139.06,112.1,True,True,True,True,True,True,True,,,,,,
prec43_a0359,43,埼玉県,a,daily_a1,0359,久喜,クキ,36.086666666666666,139.635,12,True,True,True,False,False,True,True,,,,,,
prec43_a0363,43,埼玉県,a,daily_a1,0363,さいたま,サイタマ,35.875,139.58666666666667,8,True,True,True,False,True,True,True,,2001年4月30日までの地点名「浦和」,,,,
prec43_a0364,43,埼玉県,a,daily_a1,0364,越谷,コシガヤ,35.88333333333333,139.75666666666666,3,True,True,True,False,False,True,True,,,,,,
prec43_a1009,43,埼玉県,a,daily_a1,1009,寄居,ヨリイ,36.105,139.18333333333334,128,True,True,True,False,False,True,True,,,,,,
